0.00056164	1262.09
0.00112328	1262.09
0.00168492	1262.09
0.00224656	1262.09
0.0028082	1262.09
0.00336984	1260.42
0.00393148	1260.42
0.00449312	1260.42
0.00505476	1260.42
0.0056164	1260.42
0.00617804	1260.42
0.00673968	1260.42
0.00730132	1260.42
0.00786296	1258.75
0.0084246	1258.75
0.00898624	1258.75
0.00954788	1258.75
0.01010952	1258.75
0.01067116	1258.75
0.0112328	1258.75
0.01179444	1258.75
0.01235608	1258.75
0.01291772	1257.08
0.01347936	1257.08
0.014041	1257.08
0.01460264	1257.08
0.01516428	1257.08
0.01572592	1257.08
0.01628756	1257.08
0.0168492	1257.08
0.01741084	1255.42
0.01797248	1255.42
0.01853412	1255.42
0.01909576	1255.42
0.0196574	1255.42
0.02021904	1255.42
0.02078068	1255.42
0.02134232	1255.42
0.02190396	1255.42
0.0224656	1253.75
0.02302724	1253.75
0.02358888	1253.75
0.02415052	1253.75
0.02471216	1253.75
0.0252738	1253.75
0.02583544	1253.75
0.02639708	1253.75
0.02695872	1253.75
0.02752036	1252.09
0.028082	1252.09
0.02864364	1252.09
0.02920528	1252.09
0.02976692	1252.09
0.03032856	1252.09
0.0308902	1252.09
0.03145184	1252.09
0.03201348	1252.09
0.03257512	1250.43
0.03313676	1250.43
0.0336984	1250.43
0.03426004	1250.43
0.03482168	1250.43
0.03538332	1250.43
0.03594496	1250.43
0.0365066	1250.43
0.03706824	1250.43
0.03762988	1250.43
0.03819152	1248.78
0.03875316	1248.78
0.0393148	1248.78
0.03987644	1248.78
0.04043808	1248.78
0.04099972	1248.78
0.04156136	1248.78
0.042123	1248.78
0.04268464	1248.78
0.04324628	1247.12
0.04380792	1247.12
0.04436956	1247.12
0.0449312	1247.12
0.04549284	1247.12
0.04605448	1247.12
0.04661612	1247.12
0.04717776	1247.12
0.0477394	1247.12
0.04830104	1247.12
0.04886268	1245.47
0.04942432	1245.47
0.04998596	1245.47
0.0505476	1245.47
0.05110924	1245.47
0.05167088	1245.47
0.05223252	1245.47
0.05279416	1245.47
0.0533558	1245.47
0.05391744	1243.82
0.05447908	1243.82
0.05504072	1243.82
0.05560236	1243.82
0.056164	1243.82
0.05672564	1243.82
0.05728728	1243.82
0.05784892	1243.82
0.05841056	1243.82
0.0589722	1243.82
0.05953384	1242.17
0.06009548	1242.17
0.06065712	1242.17
0.06121876	1242.17
0.0617804	1242.17
0.06234204	1242.17
0.06290368	1242.17
0.06346532	1242.17
0.06402696	1242.17
0.0645886	1242.17
0.06515024	1240.52
0.06571188	1240.52
0.06627352	1240.52
0.06683516	1240.52
0.0673968	1240.52
0.06795844	1240.52
0.06852008	1240.52
0.06908172	1240.52
0.06964336	1240.52
0.070205	1240.52
0.07076664	1238.88
0.07132828	1238.88
0.07188992	1238.88
0.07245156	1238.88
0.0730132	1238.88
0.07357484	1238.88
0.07413648	1238.88
0.07469812	1238.88
0.07525976	1238.88
0.0758214	1237.24
0.07638304	1237.24
0.07694468	1237.24
0.07750632	1237.24
0.07806796	1237.24
0.0786296	1237.24
0.07919124	1237.24
0.07975288	1237.24
0.08031452	1237.24
0.08087616	1237.24
0.0814378	1237.24
0.08199944	1235.6
0.08256108	1235.6
0.08312272	1235.6
0.08368436	1235.6
0.084246	1235.6
0.08480764	1235.6
